customer_id,customer_state
cust_000112,SP
cust_000113,SP
cust_000114,MS
cust_000115,SP
cust_000116,MG
cust_000117,PR
cust_000118,SP
cust_000119,AL
cust_000120,RN
cust_000121,SP
cust_000122,RJ
cust_000123,SP
cust_000124,SP
cust_000125,SP
cust_000126,MG
cust_000127,RJ
cust_000128,SP
cust_000129,SP
cust_000130,CE
cust_000131,SP
cust_000132,SP
cust_000133,RJ
cust_000134,RO
cust_000135,SP
cust_000136,RS
cust_000137,SC
cust_000138,SP
cust_000139,PR
cust_000140,SP
cust_000141,RS
cust_000142,RS
cust_000143,MG
cust_000144,SP
cust_000145,GO
cust_000146,SP
cust_000147,SP
cust_000148,SP
cust_000149,MG
cust_000150,RS
cust_000151,SP
cust_000152,RJ
cust_000153,SP
cust_000154,RS
cust_000155,SP
cust_000156,PR
cust_000157,SP
cust_000158,MS
cust_000159,SP
cust_000160,SP
cust_000161,SP
cust_000162,PA
cust_000163,PE
cust_000164,SP
cust_000165,RS
cust_000166,DF
cust_000167,MG
cust_000168,MG
cust_000169,SP
cust_000170,SP
cust_000171,CE
cust_000172,CE
cust_000173,RS
cust_000174,SP
cust_000175,SP
cust_000176,PR
cust_000177,CE
cust_000178,PE
cust_000179,BA
cust_000180,RS
cust_000181,SP
cust_000182,SP
cust_000183,CE
cust_000184,MG
cust_000185,SP
cust_000186,SP
cust_000187,RS
cust_000188,SP
cust_000189,SP
cust_000190,MG
cust_000191,PR
cust_000192,RS
cust_000193,SP
cust_000194,PR
cust_000195,SP
cust_000196,SP
cust_000197,SC
cust_000198,RS
cust_000199,GO
cust_000200,RS
cust_000201,MG
cust_000202,SP
cust_000203,SP
cust_000204,SP
cust_000205,SP
cust_000206,AL
cust_000207,RJ
cust_000208,PE
cust_000209,RS
cust_000210,BA
cust_000211,RJ
cust_000212,MG
cust_000213,RJ
cust_000214,SP
cust_000215,PR
cust_000216,SP
cust_000217,SP
cust_000218,RS
cust_000219,SP
cust_000220,MS
cust_000221,PB
cust_000222,PA
cust_000223,SP
cust_000224,SP
cust_000225,MT
cust_000226,RJ
cust_000227,RN
cust_000228,RN
cust_000229,GO
cust_000230,SP
cust_000231,SP
cust_000232,GO
cust_000233,SP
cust_000234,SP
cust_000235,MG
cust_000236,MS
cust_000237,PR
cust_000238,MG
cust_000239,SP
cust_000240,MG
cust_000241,AC
cust_000242,SP
cust_000243,MG
cust_000244,PE
cust_000245,SC
cust_000246,PR
cust_000247,PR
cust_000248,SP
cust_000249,SP
cust_000250,DF
cust_000251,DF
cust_000252,ES
cust_000253,PA
cust_000254,RJ
cust_000255,RJ
cust_000256,BA
cust_000257,RS
cust_000258,PR
cust_000259,BA
cust_000260,PE
cust_000261,SP
cust_000262,SP
cust_000263,SP
cust_000264,MG
cust_000265,SP
cust_000266,RJ
cust_000267,MG
cust_000268,SP
cust_000269,MG
cust_000270,SP
cust_000271,SP
cust_000272,DF
cust_000273,SP
cust_000274,SP
cust_000275,MG
cust_000276,BA
cust_000277,SP
cust_000278,MG
cust_000279,SP
cust_000280,SP
cust_000281,MG
cust_000282,MG
cust_000283,RS
cust_000284,PR
cust_000285,SE
cust_000286,MG
cust_000287,SP
cust_000288,BA
cust_000289,SP
cust_000290,RJ
cust_000291,SP
cust_000292,SP
cust_000293,RN
cust_000294,GO
cust_000295,PR
cust_000296,RJ
cust_000297,SP
cust_000298,SP
cust_000299,SP
cust_000300,MG
cust_000301,PR
cust_000302,RS
cust_000303,SP
cust_000304,PB
cust_000305,SC
cust_000306,MG
cust_000307,MG
cust_000308,RJ
cust_000309,SP
cust_000310,SP
cust_000311,SC
cust_000312,SP
cust_000313,SP
cust_000314,SP
cust_000315,SP
cust_000316,ES
cust_000317,PR
cust_000318,RJ
cust_000319,SP
cust_000320,RJ
cust_000321,RJ
cust_000322,SP
cust_000323,RJ
cust_000324,RJ
cust_000325,MG
cust_000326,RS
cust_000327,SP
cust_000328,SP
cust_000329,MG
cust_000330,RJ
cust_000331,ES
cust_000332,RS
cust_000333,SP
cust_000334,SP
cust_000335,RS
cust_000336,SP
cust_000337,MG
cust_000338,MS
cust_000339,MG
cust_000340,SP
cust_000341,RS
cust_000342,RJ
cust_000343,MG
cust_000344,MS
cust_000345,SP
cust_000346,RN
cust_000347,CE
cust_000348,SP
cust_000349,SP
cust_000350,SP
cust_000351,SP
cust_000352,SP
cust_000353,PR
cust_000354,SP
cust_000355,SP
cust_000356,GO
cust_000357,SP
cust_000358,DF
cust_000359,SP
cust_000360,SP
cust_000361,PR
cust_000362,RS
cust_000363,PE
cust_000364,SC
cust_000365,BA
cust_000366,SP
cust_000367,SP
cust_000368,SC
cust_000369,DF
cust_000370,AC
cust_000371,RJ
cust_000372,SP
cust_000373,BA
cust_000374,SP
cust_000375,MT
cust_000376,ES
cust_000377,RJ
cust_000378,SC
cust_000379,SC
cust_000380,SP
cust_000381,CE
cust_000382,RJ
cust_000383,DF
cust_000384,SP
cust_000385,CE
cust_000386,SP
cust_000387,SP
cust_000388,CE
cust_000389,SP
cust_000390,SP
cust_000391,MA
cust_000392,MA
cust_000393,MG
cust_000394,RS
cust_000395,RJ
cust_000396,SP
cust_000397,SP
cust_000398,RS
cust_000399,SC
cust_000400,BA
cust_000401,BA
cust_000402,SP
cust_000403,RJ
cust_000404,SP
cust_000405,MG
cust_000406,RJ
cust_000407,PE
cust_000408,SP
cust_000409,SP
cust_000410,SP
cust_000411,SC
cust_000412,MG
cust_000413,SP
cust_000414,SP
cust_000415,PR
cust_000416,SP
cust_000417,DF
cust_000418,PR
cust_000419,SP
cust_000420,SP
cust_000421,RO
cust_000422,SP
cust_000423,SP
cust_000424,DF
cust_000425,MA
cust_000426,RO
cust_000427,SC
cust_000428,SP
cust_000429,SP
cust_000430,BA
cust_000431,MG
cust_000432,RJ
cust_000433,CE
cust_000434,SP
cust_000435,RJ
cust_000436,SP
cust_000437,RJ
cust_000438,SP
cust_000439,SP
cust_000440,SP
cust_000441,RS
cust_000442,SC
cust_000443,MG
cust_000444,RN
cust_000445,SP
cust_000446,SP
cust_000447,ES
cust_000448,SP
cust_000449,RN
cust_000450,SP
cust_000451,AL
cust_000452,SP
cust_000453,PE
cust_000454,MG
cust_000455,AM
cust_000456,SP
cust_000457,MG
cust_000458,AL
cust_000459,MG
cust_000460,RS
cust_000461,PR
cust_000462,RJ
cust_000463,RS
cust_000464,MG
cust_000465,CE
cust_000466,SP
cust_000467,SP
cust_000468,MA
cust_000469,PE
cust_000470,RJ
cust_000471,MG
cust_000472,SP
cust_000473,SP
cust_000474,RJ
cust_000475,SP
cust_000476,MG
cust_000477,SP
cust_000478,AL
cust_000479,RO
cust_000480,PR
cust_000481,MG
cust_000482,SP
cust_000483,DF
cust_000484,PR
cust_000485,SP
cust_000486,CE
cust_000487,DF
cust_000488,MA
cust_000489,PR
cust_000490,MG
cust_000491,RJ
cust_000492,MT
cust_000493,ES
cust_000494,SP
cust_000495,SP
cust_000496,SP
cust_000497,DF
cust_000498,RO
cust_000499,SP
cust_000500,MG
cust_000501,SP
cust_000502,AL
cust_000503,GO
cust_000504,GO
cust_000505,RJ
cust_000506,RJ
cust_000507,SP
cust_000508,SP
cust_000509,ES
cust_000510,DF
cust_000511,PI
cust_000512,RR
cust_000513,MG
cust_000514,BA
cust_000515,MA
cust_000516,GO
cust_000517,SP
cust_000518,RJ
cust_000519,SP
cust_000520,PB
cust_000521,MG
cust_000522,SP
cust_000523,RS
cust_000524,MG
cust_000525,SP
cust_000526,SP
cust_000527,RS
cust_000528,MG
cust_000529,BA
cust_000530,MG
cust_000531,GO
cust_000532,MG
cust_000533,MG
cust_000534,PE
cust_000535,RJ
cust_000536,SP
cust_000537,SP
cust_000538,SC
cust_000539,MG
cust_000540,PR
cust_000541,SP
cust_000542,SP
cust_000543,SP
cust_000544,SP
cust_000545,MG
cust_000546,SP
cust_000547,RJ
cust_000548,CE
cust_000549,SP
cust_000550,RJ
cust_000551,BA
cust_000552,RJ
cust_000553,MG
cust_000554,ES
cust_000555,MA
cust_000556,SP
cust_000557,MT
cust_000558,RJ
cust_000559,SP
cust_000560,RJ
cust_000561,SE
cust_000562,RJ
cust_000563,SP
cust_000564,RS
cust_000565,SP
cust_000566,SP
cust_000567,SP
cust_000568,SP
cust_000569,SP
cust_000570,SP
cust_000571,RS
cust_000572,SP
cust_000573,SP
cust_000574,CE
cust_000575,RJ
cust_000576,RS
cust_000577,SP
cust_000578,SP
cust_000579,SP
cust_000580,SP
cust_000581,SP
cust_000582,SP
cust_000583,SP
cust_000584,SP
cust_000585,RJ
cust_000586,SP
cust_000587,SP
cust_000588,RJ
cust_000589,PR
cust_000590,SP
cust_000591,BA
cust_000592,RS
cust_000593,SP
cust_000594,ES
cust_000595,PA
cust_000596,SP
cust_000597,SP
cust_000598,DF
cust_000599,SC
cust_000600,SP
cust_000601,SP
cust_000602,SP
cust_000603,RJ
cust_000604,MG
cust_000605,SP
cust_000606,RJ
cust_000607,SC
cust_000608,SP
cust_000609,SP
cust_000610,PR
cust_000611,CE
cust_000612,RJ
cust_000613,MG
cust_000614,SP
cust_000615,RJ
cust_000616,MG
cust_000617,SP
cust_000618,SP
cust_000619,SP
cust_000620,SP
cust_000621,SP
cust_000622,SP
cust_000623,SP
cust_000624,SP
cust_000625,PE
cust_000626,MG
cust_000627,RS
cust_000628,BA
cust_000629,RJ
cust_000630,SP
cust_000631,MG
cust_000632,MG
cust_000633,SC
cust_000634,RJ
cust_000635,SP
cust_000636,SP
cust_000637,SP
cust_000638,RS
cust_000639,MG
cust_000640,SP
cust_000641,RO
cust_000642,MG
cust_000643,SP
cust_000644,SP
cust_000645,SP
cust_000646,SP
cust_000647,SP
cust_000648,SP
cust_000649,SP
cust_000650,SP
cust_000651,CE
cust_000652,SP
cust_000653,MG
cust_000654,RJ
cust_000655,TO
cust_000656,SP
cust_000657,RJ
cust_000658,AL
cust_000659,ES
cust_000660,DF
cust_000661,SP
cust_000662,SP
cust_000663,RS
cust_000664,MT
cust_000665,MG
cust_000666,MG
cust_000667,SP
cust_000668,BA
cust_000669,SP
cust_000670,SP
cust_000671,RJ
cust_000672,RJ
cust_000673,SP
cust_000674,SP
cust_000675,MG
cust_000676,SP
cust_000677,MG
cust_000678,SP
cust_000679,RJ
cust_000680,MG
cust_000681,SP
cust_000682,SP
cust_000683,SP
cust_000684,SP
cust_000685,AC
cust_000686,SP
cust_000687,DF
cust_000688,SP
cust_000689,RS
cust_000690,SC
cust_000691,MG
cust_000692,RJ
cust_000693,RJ
cust_000694,SP
cust_000695,MT
cust_000696,DF
cust_000697,RN
cust_000698,SP
cust_000699,SC
cust_000700,MS
cust_000701,SP
cust_000702,SP
cust_000703,SC
cust_000704,MG
cust_000705,GO
cust_000706,SP
cust_000707,BA
cust_000708,SP
cust_000709,SP
cust_000710,SP
cust_000711,DF
cust_000712,RS
cust_000713,MG
cust_000714,SP
cust_000715,PE
cust_000716,SP
cust_000717,DF
cust_000718,RJ
cust_000719,SP
cust_000720,RJ
cust_000721,SP
cust_000722,SC
cust_000723,RJ
cust_000724,SP
cust_000725,CE
cust_000726,SP
cust_000727,MG
cust_000728,CE
cust_000729,MG
cust_000730,SP
cust_000731,MS
cust_000732,RS
cust_000733,SP
cust_000734,SP
cust_000735,BA
cust_000736,MG
cust_000737,MG
cust_000738,CE
cust_000739,BA
cust_000740,SP
cust_000741,SP
cust_000742,SP
cust_000743,SC
cust_000744,SP
cust_000745,MG
cust_000746,SC
cust_000747,PE
cust_000748,SP
cust_000749,DF
cust_000750,SP
cust_000751,GO
cust_000752,SP
cust_000753,RJ
cust_000754,BA
cust_000755,SP
cust_000756,SP
cust_000757,PR
cust_000758,PR
cust_000759,RS
cust_000760,PR
cust_000761,MG
cust_000762,SP
cust_000763,SP
cust_000764,SP
cust_000765,CE
cust_000766,MG
cust_000767,RJ
cust_000768,RJ
cust_000769,MA
cust_000770,SP
cust_000771,MG
cust_000772,RJ
cust_000773,MG
cust_000774,SP
cust_000775,ES
cust_000776,MT
cust_000777,MG
cust_000778,PR
cust_000779,PA
cust_000780,PR
cust_000781,SP
cust_000782,MG
cust_000783,MG
cust_000784,RJ
cust_000785,SC
cust_000786,MT
cust_000787,MT
cust_000788,RJ
cust_000789,SP
cust_000790,TO
cust_000791,GO
cust_000792,SP
cust_000793,PA
cust_000794,ES
cust_000795,MG
cust_000796,MG
cust_000797,RJ
cust_000798,SP
cust_000799,SP
cust_000800,BA
cust_000801,SP
cust_000802,SP
cust_000803,RJ
cust_000804,MG
cust_000805,PA
cust_000806,SP
cust_000807,SP
cust_000808,SC
cust_000809,RJ
cust_000810,SP
cust_000811,RJ
cust_000812,SP
cust_000813,SP
cust_000814,RJ
cust_000815,RJ
cust_000816,PA
cust_000817,SP
cust_000818,MG
cust_000819,RS
cust_000820,SP
cust_000821,RS
cust_000822,SP
cust_000823,RN
cust_000824,SP
cust_000825,RJ
cust_000826,SP
cust_000827,RR
cust_000828,RJ
cust_000829,MG
cust_000830,SP
cust_000831,SC
cust_000832,SP
cust_000833,CE
cust_000834,SP
cust_000835,SP
cust_000836,SP
cust_000837,RJ
cust_000838,MG
cust_000839,SP
cust_000840,BA
cust_000841,RJ
cust_000842,MG
cust_000843,RJ
cust_000844,RJ
cust_000845,MG
cust_000846,SP
cust_000847,SP
cust_000848,ES
cust_000849,MA
cust_000850,SP
cust_000851,SP
cust_000852,RS
cust_000853,RJ
cust_000854,SP
cust_000855,SP
cust_000856,PR
cust_000857,RS
cust_000858,SP
cust_000859,SP
cust_000860,SP
cust_000861,RS
cust_000862,SP
cust_000863,SP
cust_000864,BA
cust_000865,SP
cust_000866,RS
cust_000867,SP
cust_000868,SP
cust_000869,SP
cust_000870,PR
cust_000871,ES
cust_000872,DF
cust_000873,RJ
cust_000874,RS
cust_000875,SP
cust_000876,SP
cust_000877,CE
cust_000878,SP
cust_000879,SP
cust_000880,SP
cust_000881,SP
cust_000882,SP
cust_000883,MG
cust_000884,RJ
cust_000885,CE
cust_000886,DF
cust_000887,SP
cust_000888,SP
cust_000889,SP
cust_000890,MG
cust_000891,SP
cust_000892,MG
cust_000893,RJ
cust_000894,MG
cust_000895,RJ
cust_000896,SP
cust_000897,MA
cust_000898,SC
cust_000899,SP
cust_000900,ES
cust_000901,RJ
cust_000902,CE
cust_000903,BA
cust_000904,RJ
cust_000905,SP
cust_000906,SP
cust_000907,MG
cust_000908,RS
cust_000909,SP
cust_000910,SP
cust_000911,GO
cust_000912,TO
cust_000913,MG
cust_000914,SP
cust_000915,SP
cust_000916,SP
cust_000917,PA
cust_000918,SP
cust_000919,MG
cust_000920,SP
cust_000921,MG
cust_000922,RS
cust_000923,DF
cust_000924,SP
cust_000925,SP
cust_000926,SP
cust_000927,CE
cust_000928,PE
cust_000929,MG
cust_000930,MG
cust_000931,RS
cust_000932,SP
cust_000933,PA
cust_000934,RJ
cust_000935,SP
cust_000936,MG
cust_000937,SP
cust_000938,SP
cust_000939,SC
cust_000940,SP
cust_000941,MG
cust_000942,SP
cust_000943,SP
cust_000944,SP
cust_000945,SP
cust_000946,PR
cust_000947,SP
cust_000948,MG
cust_000949,RJ
cust_000950,RS
cust_000951,MS
cust_000952,SC
cust_000953,SP
cust_000954,SP
cust_000955,SP
cust_000956,MG
cust_000957,SP
cust_000958,RJ
cust_000959,MG
cust_000960,SP
cust_000961,BA
cust_000962,SP
cust_000963,SP
cust_000964,PR
cust_000965,RJ
cust_000966,PR
cust_000967,RJ
cust_000968,SP
cust_000969,DF
cust_000970,BA
cust_000971,PR
cust_000972,SP
cust_000973,MG
cust_000974,SP
cust_000975,SP
cust_000976,PA
cust_000977,SP
cust_000978,MA
cust_000979,RJ
cust_000980,SP
cust_000981,MG
cust_000982,ES
cust_000983,SC
cust_000984,DF
cust_000985,RS
cust_000986,PR
cust_000987,GO
cust_000988,SP
cust_000989,RJ
cust_000990,SP
cust_000991,RO
cust_000992,MA
cust_000993,SP
cust_000994,PR
cust_000995,MT
cust_000996,SP
cust_000997,MG
cust_000998,PA
cust_000999,SP
cust_001000,PR
cust_001001,SP
cust_001002,PA
cust_001003,AL
cust_001004,MA
cust_001005,RJ
cust_001006,ES
cust_001007,GO
cust_001008,SP
cust_001009,DF
cust_001010,SP
cust_001011,MG
cust_001012,SP
cust_001013,SP
cust_001014,SP
cust_001015,PR
cust_001016,SP
cust_001017,PR
cust_001018,SP
cust_001019,SP
cust_001020,MG
cust_001021,BA
cust_001022,SP
cust_001023,MG
cust_001024,PE
cust_001025,MG
cust_001026,SP
cust_001027,SP
cust_001028,ES
cust_001029,SP
cust_001030,PE
cust_001031,MG
cust_001032,MS
cust_001033,BA
cust_001034,RR
cust_001035,SP
cust_001036,BA
cust_001037,RJ
cust_001038,RJ
cust_001039,RS
cust_001040,ES
cust_001041,TO
cust_001042,BA
cust_001043,RJ
cust_001044,RJ
cust_001045,SC
cust_001046,SP
cust_001047,SP
cust_001048,SP
cust_001049,SP
cust_001050,SP
cust_001051,SP
cust_001052,SP
cust_001053,SP
cust_001054,RO
cust_001055,RJ
cust_001056,SP
cust_001057,RS
cust_001058,SP
cust_001059,MA
cust_001060,BA
cust_001061,SP
cust_001062,RJ
cust_001063,PE
cust_001064,MA
cust_001065,RJ
cust_001066,MG
cust_001067,SP
cust_001068,AC
cust_001069,SP
cust_001070,MS
cust_001071,RS
cust_001072,MG
cust_001073,RJ
cust_001074,SP
cust_001075,SP
cust_001076,SP
cust_001077,SP
cust_001078,BA
cust_001079,SP
cust_001080,SP
cust_001081,AL
cust_001082,PE
cust_001083,MT
cust_001084,AP
cust_001085,SP
cust_001086,RJ
cust_001087,SC
cust_001088,PR
cust_001089,SP
cust_001090,DF
cust_001091,SP
cust_001092,SP
cust_001093,MG
cust_001094,MG
cust_001095,MG
cust_001096,SP
cust_001097,PE
cust_001098,SP
cust_001099,SP
cust_001100,PE
cust_001101,PB
cust_001102,ES
cust_001103,DF
cust_001104,RS
cust_001105,MG
cust_001106,SP
cust_001107,RJ
cust_001108,SP
cust_001109,SP
cust_001110,PR
cust_001111,RJ
cust_001112,SP
cust_001113,SP
cust_001114,PR
cust_001115,SP
cust_001116,GO
cust_001117,RJ
cust_001118,RJ
cust_001119,MG
cust_001120,DF
cust_001121,SP
cust_001122,RS
cust_001123,MG
cust_001124,SP
cust_001125,PE
cust_001126,BA
cust_001127,RS
cust_001128,GO
cust_001129,ES
cust_001130,PR
cust_001131,GO
cust_001132,PR
cust_001133,RS
cust_001134,MG
cust_001135,SC
cust_001136,SP
cust_001137,PE
cust_001138,ES
cust_001139,SP
cust_001140,DF
cust_001141,SP
cust_001142,SP
cust_001143,SC
cust_001144,SP
cust_001145,DF
cust_001146,GO
cust_001147,RJ
cust_001148,SP
cust_001149,SP
cust_001150,MG
cust_001151,TO
cust_001152,RS
cust_001153,SP
cust_001154,RS
cust_001155,MG
cust_001156,BA
cust_001157,SP
cust_001158,SC
cust_001159,MG
cust_001160,RN
cust_001161,SP
cust_001162,RS
cust_001163,MT
cust_001164,SP
cust_001165,MS
cust_001166,PR
cust_001167,SP
cust_001168,SP
cust_001169,PR
cust_001170,SP
cust_001171,MG
cust_001172,SP
cust_001173,MG
cust_001174,SP
cust_001175,ES
cust_001176,AL
cust_001177,AL
cust_001178,SC
cust_001179,SP
cust_001180,SC
cust_001181,SP
cust_001182,SP
cust_001183,SP
cust_001184,RJ
cust_001185,BA
cust_001186,PR
cust_001187,RJ
cust_001188,SP
cust_001189,RR
cust_001190,RJ
cust_001191,RJ
cust_001192,SP
cust_001193,BA
cust_001194,PR
cust_001195,SP
cust_001196,SP
cust_001197,RS
cust_001198,RS
cust_001199,SP
cust_001200,MA
cust_001201,SP
cust_001202,RJ
cust_001203,MS
cust_001204,RJ
cust_001205,RS
cust_001206,RJ
cust_001207,SP
cust_001208,TO
cust_001209,RJ
cust_001210,CE
cust_001211,SP
cust_001212,SP
cust_001213,SP
cust_001214,RS
cust_001215,SP
cust_001216,ES
cust_001217,RJ
cust_001218,RN
cust_001219,SP
cust_001220,ES
cust_001221,BA
cust_001222,BA
cust_001223,GO
cust_001224,SC
cust_001225,RS
cust_001226,SP
cust_001227,SP
cust_001228,PA
cust_001229,MG
cust_001230,BA
cust_001231,RJ
cust_001232,SP
cust_001233,SP
cust_001234,PR
cust_001235,RJ
cust_001236,SP
cust_001237,RJ
cust_001238,SP
cust_001239,MG
cust_001240,SP
cust_001241,BA
cust_001242,SP
cust_001243,RJ
cust_001244,SP
cust_001245,SP
cust_001246,SP
cust_001247,RJ
cust_001248,MG
cust_001249,SP
cust_001250,PR
cust_001251,ES
cust_001252,BA
cust_001253,SP
cust_001254,RJ
cust_001255,SP
cust_001256,SP
cust_001257,RO
cust_001258,SP
cust_001259,RJ
cust_001260,MG
cust_001261,PR
cust_001262,MG
cust_001263,SP
cust_001264,SP
cust_001265,MG
cust_001266,SP
cust_001267,SP
cust_001268,SP
cust_001269,SP
cust_001270,RJ
cust_001271,SP
cust_001272,MG
cust_001273,PR
cust_001274,BA
cust_001275,SP
cust_001276,SP
cust_001277,SP
cust_001278,RS
cust_001279,PR
cust_001280,SP
cust_001281,MS
cust_001282,SP
cust_001283,MG
cust_001284,PR
cust_001285,ES
cust_001286,PR
cust_001287,BA
cust_001288,SP
cust_001289,DF
cust_001290,SP
cust_001291,CE
cust_001292,MG
cust_001293,DF
cust_001294,RJ
cust_001295,RS
cust_001296,MG
cust_001297,SC
cust_001298,SP
cust_001299,SP
cust_001300,SP
cust_001301,SP
cust_001302,ES
cust_001303,SP
cust_001304,SE
cust_001305,SP
cust_001306,SP
cust_001307,BA
cust_001308,RS
cust_001309,RJ
cust_001310,MG
cust_001311,PR
cust_001312,SP
cust_001313,RR
cust_001314,SE
cust_001315,RS
cust_001316,SP
cust_001317,RS
cust_001318,SP
cust_001319,SP
cust_001320,SP
cust_001321,RJ
cust_001322,ES
cust_001323,PR
cust_001324,SC
cust_001325,RJ
cust_001326,SP
cust_001327,SP
cust_001328,RO
cust_001329,SP
cust_001330,ES
cust_001331,MG
cust_001332,RJ
cust_001333,PR
cust_001334,RJ
cust_001335,ES
cust_001336,CE
cust_001337,RJ
cust_001338,SP
cust_001339,MG
cust_001340,PA
cust_001341,SP
cust_001342,MG
cust_001343,RS
cust_001344,SC
cust_001345,SP
cust_001346,PR
cust_001347,CE
cust_001348,SP
cust_001349,SP
cust_001350,AL
cust_001351,SP
cust_001352,GO
cust_001353,RJ
cust_001354,SP
cust_001355,ES
cust_001356,RJ
cust_001357,MG
cust_001358,SP
cust_001359,MG
cust_001360,SP
cust_001361,SP
cust_001362,AL
cust_001363,SP
cust_001364,RS
cust_001365,SP
cust_001366,BA
cust_001367,SP
cust_001368,AL
cust_001369,RJ
cust_001370,SP
cust_001371,SP
cust_001372,SP
cust_001373,MG
cust_001374,SP
cust_001375,DF
cust_001376,RJ
cust_001377,SP
cust_001378,MG
cust_001379,PR
cust_001380,SP
cust_001381,SP
cust_001382,SP
cust_001383,SC
cust_001384,RS
cust_001385,RJ
cust_001386,GO
cust_001387,DF
cust_001388,MG
cust_001389,ES
cust_001390,SP
cust_001391,SP
cust_001392,SP
cust_001393,SP
cust_001394,MG
cust_001395,MS
cust_001396,SP
cust_001397,SP
cust_001398,RJ
cust_001399,MT
cust_001400,SP
cust_001401,RJ
cust_001402,SP
cust_001403,SP
cust_001404,RO
cust_001405,RN
cust_001406,SP
cust_001407,MA
cust_001408,RS
cust_001409,ES
cust_001410,RJ
cust_001411,MG
cust_001412,RJ
cust_001413,RS
cust_001414,SP
cust_001415,SP
cust_001416,SP
cust_001417,PR
cust_001418,SP
cust_001419,RS
cust_001420,AL
cust_001421,SP
cust_001422,RS
cust_001423,RJ
cust_001424,ES
cust_001425,SP
cust_001426,PR
cust_001427,GO
cust_001428,MA
cust_001429,PR
cust_001430,RJ
cust_001431,MG
cust_001432,ES
cust_001433,MG
cust_001434,SP
cust_001435,MT
cust_001436,PR
cust_001437,RS
cust_001438,SP
cust_001439,RS
cust_001440,RJ
cust_001441,RS
cust_001442,SP
cust_001443,RS
cust_001444,PI
cust_001445,SP
cust_001446,SE
cust_001447,RJ
cust_001448,ES
cust_001449,BA
cust_001450,MG
cust_001451,SC
cust_001452,PE
cust_001453,RJ
cust_001454,SP
cust_001455,RS
cust_001456,DF
cust_001457,SC
cust_001458,BA
cust_001459,RJ
cust_001460,DF
cust_001461,SP
cust_001462,MG
cust_001463,SP
cust_001464,SP
cust_001465,SP
cust_001466,RJ
cust_001467,PR
cust_001468,SP
cust_001469,RJ
cust_001470,SP
cust_001471,SP
cust_001472,SP
cust_001473,SP
cust_001474,MG
cust_001475,RS
cust_001476,MG
cust_001477,RJ
cust_001478,SP
cust_001479,ES
cust_001480,MG
cust_001481,RJ
cust_001482,SP
cust_001483,SP
cust_001484,SP
cust_001485,RJ
cust_001486,MG
cust_001487,MG
cust_001488,MG
cust_001489,SC
cust_001490,DF
cust_001491,PR
cust_001492,PB
cust_001493,SP
cust_001494,SP
cust_001495,SP
cust_001496,RS
cust_001497,CE
cust_001498,SP
cust_001499,MT
cust_001500,SP
cust_001501,MT
cust_001502,SP
cust_001503,SP
cust_001504,RJ
cust_001505,SP
cust_001506,SP
cust_001507,SP
cust_001508,BA
cust_001509,MG
cust_001510,SP
cust_001511,MG
cust_001512,PR
cust_001513,SP
cust_001514,RJ
cust_001515,SP
cust_001516,SP
cust_001517,RS
cust_001518,SP
cust_001519,MG
cust_001520,PR
cust_001521,SP
cust_001522,MG
cust_001523,SP
cust_001524,RN
cust_001525,RJ
cust_001526,DF
cust_001527,MG
cust_001528,SP
cust_001529,RS
cust_001530,MA
cust_001531,MG
cust_001532,DF
cust_001533,PE
