order_id,review_score
order_000444,4
order_000445,3
order_000446,4
order_000447,3
order_000448,1
order_000449,5
order_000450,4
order_000451,4
order_000452,3
order_000453,4
order_000454,2
order_000455,5
order_000456,5
order_000457,4
order_000458,3
order_000459,4
order_000460,4
order_000461,2
order_000462,5
order_000463,4
order_000464,4
order_000465,4
order_000466,5
order_000467,3
order_000468,3
order_000469,5
order_000470,4
order_000471,4
order_000472,2
order_000473,4
order_000474,4
order_000475,5
order_000476,4
order_000477,5
order_000478,5
order_000479,3
order_000480,3
order_000481,4
order_000482,5
order_000483,5
order_000484,4
order_000485,3
order_000486,5
order_000487,4
order_000488,4
order_000489,5
order_000490,3
order_000491,5
order_000492,4
order_000493,5
order_000494,4
order_000495,4
order_000496,2
order_000497,4
order_000498,3
order_000499,4
order_000500,4
order_000501,5
order_000502,3
order_000503,5
order_000504,5
order_000505,5
order_000506,4
order_000507,4
order_000508,5
order_000509,4
order_000510,3
order_000511,4
order_000512,4
order_000513,4
order_000514,3
order_000515,5
order_000516,5
order_000517,4
order_000518,5
order_000519,5
order_000520,4
order_000521,4
order_000522,5
order_000523,3
order_000524,4
order_000525,4
order_000526,3
order_000527,5
order_000528,4
order_000529,5
order_000530,5
order_000531,4
order_000532,5
order_000533,4
order_000534,5
order_000535,3
order_000536,4
order_000537,4
order_000538,4
order_000539,3
order_000540,5
order_000541,5
order_000542,3
order_000543,4
order_000544,3
order_000545,4
order_000546,4
order_000547,4
order_000548,5
order_000549,4
order_000550,3
order_000551,1
order_000552,4
order_000553,5
order_000554,5
order_000555,4
order_000556,5
order_000557,3
order_000558,5
order_000559,4
order_000560,4
order_000561,4
order_000562,4
order_000563,5
order_000564,3
order_000565,5
order_000566,3
order_000567,4
order_000568,3
order_000569,4
order_000570,4
order_000571,5
order_000572,4
order_000573,5
order_000574,4
order_000575,4
order_000576,5
order_000577,4
order_000578,4
order_000579,5
order_000580,3
order_000581,5
order_000582,5
order_000583,5
order_000584,5
order_000585,5
order_000586,3
order_000587,3
order_000588,5
order_000589,3
order_000590,4
order_000591,4
order_000592,4
order_000593,4
order_000594,3
order_000595,5
order_000596,5
order_000597,5
order_000598,5
order_000599,3
order_000600,5
order_000601,5
order_000602,4
order_000603,5
order_000604,4
order_000605,5
order_000606,3
order_000607,5
order_000608,1
order_000609,4
order_000610,3
order_000611,1
order_000612,4
order_000613,4
order_000614,3
order_000615,5
order_000616,4
order_000617,5
order_000618,5
order_000619,5
order_000620,2
order_000621,5
order_000622,4
order_000623,3
order_000624,4
order_000625,3
order_000626,4
order_000627,4
order_000628,4
order_000629,5
order_000630,4
order_000631,4
order_000632,4
order_000633,5
order_000634,1
order_000635,4
order_000636,2
order_000637,4
order_000638,4
order_000639,4
order_000640,5
order_000641,5
order_000642,4
order_000643,3
order_000644,4
order_000645,5
order_000646,5
order_000647,5
order_000648,3
order_000649,4
order_000650,4
order_000651,5
order_000652,5
order_000653,4
order_000654,5
order_000655,5
order_000656,4
order_000657,3
order_000658,4
order_000659,3
order_000660,3
order_000661,5
order_000662,4
order_000663,4
order_000664,3
order_000665,1
order_000666,3
order_000667,5
order_000668,4
order_000669,5
order_000670,5
order_000671,5
order_000672,4
order_000673,5
order_000674,2
order_000675,5
order_000676,3
order_000677,3
order_000678,4
order_000679,4
order_000680,4
order_000681,5
order_000682,5
order_000683,5
order_000684,5
order_000685,5
order_000686,4
order_000687,4
order_000688,5
order_000689,1
order_000690,5
order_000691,5
order_000692,4
order_000693,5
order_000694,5
order_000695,5
order_000696,4
order_000697,4
order_000698,5
order_000699,4
order_000700,2
order_000701,3
order_000702,4
order_000703,5
order_000704,4
order_000705,4
order_000706,4
order_000707,3
order_000708,5
order_000709,4
order_000710,4
order_000711,5
order_000712,4
order_000713,4
order_000714,5
order_000715,4
order_000716,5
order_000717,3
order_000718,4
order_000719,5
order_000720,3
order_000721,5
order_000722,3
order_000723,3
order_000724,5
order_000725,2
order_000726,5
order_000727,5
order_000728,3
order_000729,4
order_000730,4
order_000731,5
order_000732,3
order_000733,3
order_000734,5
order_000735,2
order_000736,5
order_000737,3
order_000738,4
order_000739,5
order_000740,4
order_000741,3
order_000742,3
order_000743,4
order_000744,5
order_000745,4
order_000746,5
order_000747,4
order_000748,5
order_000749,4
order_000750,5
order_000751,4
order_000752,5
order_000753,3
order_000754,5
order_000755,4
order_000756,5
order_000757,4
order_000758,5
order_000759,5
order_000760,4
order_000761,4
order_000762,4
order_000763,5
order_000764,5
order_000765,4
order_000766,4
order_000767,4
order_000768,4
order_000769,4
order_000770,1
order_000771,5
order_000772,5
order_000773,5
order_000774,4
order_000775,4
order_000776,5
order_000777,4
order_000778,5
order_000779,3
order_000780,5
order_000781,4
order_000782,5
order_000783,3
order_000784,4
order_000785,3
order_000786,2
order_000787,4
order_000788,4
order_000789,4
order_000790,3
order_000791,4
order_000792,4
order_000793,3
order_000794,3
order_000795,4
order_000796,5
order_000797,4
order_000798,4
order_000799,3
order_000800,3
order_000801,4
order_000802,4
order_000803,5
order_000804,5
order_000805,4
order_000806,5
order_000807,4
order_000808,5
order_000809,5
order_000810,3
order_000811,4
order_000812,4
order_000813,4
order_000814,5
order_000815,3
order_000816,5
order_000817,4
order_000818,4
order_000819,3
order_000820,4
order_000821,3
order_000822,4
order_000823,4
order_000824,4
order_000825,5
order_000826,5
order_000827,5
order_000828,4
order_000829,5
order_000830,5
order_000831,4
order_000832,4
order_000833,5
order_000834,5
order_000835,3
order_000836,4
order_000837,3
order_000838,4
order_000839,5
order_000840,4
order_000841,4
order_000842,4
order_000843,4
order_000844,5
order_000845,4
order_000846,2
order_000847,1
order_000848,5
order_000849,5
order_000850,5
order_000851,3
order_000852,5
order_000853,3
order_000854,4
order_000855,5
order_000856,3
order_000857,4
order_000858,3
order_000859,3
order_000860,3
order_000861,5
order_000862,3
order_000863,4
order_000864,5
order_000865,3
order_000866,4
order_000867,5
order_000868,5
order_000869,5
order_000870,3
order_000871,4
order_000872,5
order_000873,4
order_000874,5
order_000875,5
order_000876,4
order_000877,4
order_000878,4
order_000879,5
order_000880,5
order_000881,4
order_000882,5
order_000883,5
order_000884,1
order_000885,5
order_000886,5
order_000887,4
order_000888,4
order_000889,5
order_000890,4
order_000891,4
order_000892,4
order_000893,3
order_000894,5
order_000895,3
order_000896,5
order_000897,4
order_000898,4
order_000899,4
order_000900,5
order_000901,4
order_000902,4
order_000903,4
order_000904,3
order_000905,3
order_000906,5
order_000907,3
order_000908,5
order_000909,5
order_000910,4
order_000911,4
order_000912,5
order_000913,2
order_000914,5
order_000915,2
order_000916,4
order_000917,5
order_000918,5
order_000919,5
order_000920,3
order_000921,5
order_000922,4
order_000923,4
order_000924,5
order_000925,5
order_000926,5
order_000927,4
order_000928,4
order_000929,4
order_000930,4
order_000931,4
order_000932,4
order_000933,5
order_000934,3
order_000935,5
order_000936,5
order_000937,4
order_000938,5
order_000939,5
order_000940,5
order_000941,5
order_000942,5
order_000943,5
order_000944,5
order_000945,4
order_000946,5
order_000947,5
order_000948,4
order_000949,4
order_000950,4
order_000951,5
order_000952,4
order_000953,5
order_000954,4
order_000955,4
order_000956,4
order_000957,5
order_000958,4
order_000959,3
order_000960,5
order_000961,4
order_000962,5
order_000963,4
order_000964,5
order_000965,3
order_000966,1
order_000967,4
order_000968,4
order_000969,5
order_000970,3
order_000971,4
order_000972,4
order_000973,3
order_000974,4
order_000975,4
order_000976,4
order_000977,5
order_000978,4
order_000979,4
order_000980,3
order_000981,4
order_000982,4
order_000983,5
order_000984,3
order_000985,5
order_000986,4
order_000987,4
order_000988,4
order_000989,4
order_000990,5
order_000991,5
order_000992,5
order_000993,5
order_000994,5
order_000995,3
order_000996,5
order_000997,5
order_000998,4
order_000999,5
order_001000,1
order_001001,5
order_001002,5
order_001003,2
order_001004,4
order_001005,5
order_001006,4
order_001007,4
order_001008,4
order_001009,5
order_001010,4
order_001011,5
order_001012,5
order_001013,4
order_001014,5
order_001015,5
order_001016,5
order_001017,4
order_001018,4
order_001019,5
order_001020,3
order_001021,4
order_001022,4
order_001023,4
order_001024,4
order_001025,5
order_001026,5
order_001027,4
order_001028,4
order_001029,5
order_001030,5
order_001031,5
order_001032,5
order_001033,5
order_001034,4
order_001035,2
order_001036,5
order_001037,5
order_001038,5
order_001039,5
order_001040,2
order_001041,5
order_001042,5
order_001043,4
order_001044,3
order_001045,3
order_001046,4
order_001047,3
order_001048,5
order_001049,4
order_001050,4
order_001051,4
order_001052,3
order_001053,3
order_001054,5
order_001055,5
order_001056,5
order_001057,4
order_001058,3
order_001059,4
order_001060,4
order_001061,5
order_001062,5
order_001063,5
order_001064,2
order_001065,5
order_001066,5
order_001067,4
order_001068,4
order_001069,4
order_001070,4
order_001071,1
order_001072,5
order_001073,1
order_001074,4
order_001075,3
order_001076,5
order_001077,5
order_001078,3
order_001079,4
order_001080,5
order_001081,5
order_001082,4
order_001083,5
order_001084,5
order_001085,4
order_001086,4
order_001087,1
order_001088,4
order_001089,4
order_001090,5
order_001091,5
order_001092,5
order_001093,3
order_001094,5
order_001095,2
order_001096,4
order_001097,4
order_001098,4
order_001099,3
order_001100,3
order_001101,5
order_001102,5
order_001103,4
order_001104,4
order_001105,1
order_001106,2
order_001107,4
order_001108,4
order_001109,3
order_001110,5
order_001111,4
order_001112,5
order_001113,4
order_001114,4
order_001115,2
order_001116,2
order_001117,5
order_001118,4
order_001119,5
order_001120,1
order_001121,4
order_001122,4
order_001123,1
order_001124,4
order_001125,4
order_001126,4
order_001127,5
order_001128,4
order_001129,1
order_001130,4
order_001131,5
order_001132,5
order_001133,4
order_001134,4
order_001135,4
order_001136,4
order_001137,4
order_001138,4
order_001139,5
order_001140,4
order_001141,5
order_001142,1
order_001143,5
order_001144,4
order_001145,5
order_001146,5
order_001147,5
order_001148,3
order_001149,5
order_001150,5
order_001151,4
order_001152,4
order_001153,4
order_001154,4
order_001155,5
order_001156,4
order_001157,4
order_001158,3
order_001159,3
order_001160,4
order_001161,3
order_001162,4
order_001163,4
order_001164,5
order_001165,5
order_001166,4
order_001167,3
order_001168,4
order_001169,4
order_001170,4
order_001171,3
order_001172,3
order_001173,5
order_001174,4
order_001175,4
order_001176,4
order_001177,3
order_001178,5
order_001179,5
order_001180,1
order_001181,5
order_001182,5
order_001183,4
order_001184,3
order_001185,5
order_001186,4
order_001187,4
order_001188,4
order_001189,5
order_001190,5
order_001191,4
order_001192,4
order_001193,4
order_001194,3
order_001195,5
order_001196,5
order_001197,3
order_001198,4
order_001199,5
order_001200,4
order_001201,5
order_001202,5
order_001203,5
order_001204,4
order_001205,3
order_001206,5
order_001207,4
order_001208,3
order_001209,4
order_001210,4
order_001211,5
order_001212,1
order_001213,5
order_001214,4
order_001215,3
order_001216,4
order_001217,5
order_001218,4
order_001219,3
order_001220,5
order_001221,5
order_001222,4
order_001223,4
order_001224,4
order_001225,5
order_001226,4
order_001227,5
order_001228,4
order_001229,4
order_001230,3
order_001231,5
order_001232,3
order_001233,4
order_001234,4
order_001235,5
order_001236,4
order_001237,5
order_001238,3
order_001239,4
order_001240,4
order_001241,5
order_001242,5
order_001243,4
order_001244,4
order_001245,5
order_001246,4
order_001247,5
order_001248,1
order_001249,5
order_001250,5
order_001251,5
order_001252,5
order_001253,3
order_001254,4
order_001255,3
order_001256,2
order_001257,4
order_001258,4
order_001259,4
order_001260,3
order_001261,4
order_001262,3
order_001263,5
order_001264,4
order_001265,3
order_001266,4
order_001267,4
order_001268,4
order_001269,2
order_001270,3
order_001271,3
order_001272,5
order_001273,4
order_001274,4
order_001275,4
order_001276,5
order_001277,5
order_001278,4
order_001279,4
order_001280,5
order_001281,4
order_001282,3
order_001283,4
order_001284,4
order_001285,3
order_001286,4
order_001287,5
order_001288,4
order_001289,4
order_001290,5
order_001291,5
order_001292,5
order_001293,5
order_001294,5
order_001295,4
order_001296,4
order_001297,4
order_001298,4
order_001299,5
order_001300,5
order_001301,4
order_001302,4
order_001303,5
order_001304,3
order_001305,4
order_001306,5
order_001307,5
order_001308,5
order_001309,2
order_001310,4
order_001311,3
order_001312,4
order_001313,5
order_001314,4
order_001315,4
order_001316,5
order_001317,3
order_001318,4
order_001319,4
order_001320,5
order_001321,5
order_001322,4
order_001323,4
order_001324,4
order_001325,4
order_001326,5
order_001327,3
order_001328,3
order_001329,5
order_001330,4
order_001331,5
order_001332,4
order_001333,4
order_001334,5
order_001335,3
order_001336,5
order_001337,4
order_001338,5
order_001339,3
order_001340,3
order_001341,5
order_001342,5
order_001343,5
order_001344,5
order_001345,5
order_001346,4
order_001347,4
order_001348,4
order_001349,2
order_001350,5
order_001351,5
order_001352,4
order_001353,4
order_001354,4
order_001355,5
order_001356,2
order_001357,5
order_001358,5
order_001359,5
order_001360,3
order_001361,3
order_001362,4
order_001363,4
order_001364,3
order_001365,4
order_001366,5
order_001367,3
order_001368,4
order_001369,4
order_001370,2
order_001371,4
order_001372,4
order_001373,5
order_001374,4
order_001375,4
order_001376,4
order_001377,4
order_001378,5
order_001379,5
order_001380,5
order_001381,4
order_001382,4
order_001383,5
order_001384,4
order_001385,3
order_001386,4
order_001387,5
order_001388,4
order_001389,3
order_001390,4
order_001391,5
order_001392,5
order_001393,5
order_001394,3
order_001395,4
order_001396,3
order_001397,3
order_001398,2
order_001399,1
order_001400,5
order_001401,5
order_001402,4
order_001403,5
order_001404,4
order_001405,4
order_001406,4
order_001407,4
order_001408,4
order_001409,4
order_001410,4
order_001411,4
order_001412,4
order_001413,5
order_001414,5
order_001415,5
order_001416,5
order_001417,4
order_001418,5
order_001419,4
order_001420,3
order_001421,1
order_001422,5
order_001423,4
order_001424,5
order_001425,5
order_001426,4
order_001427,5
order_001428,4
order_001429,4
order_001430,3
order_001431,4
order_001432,4
order_001433,4
order_001434,5
order_001435,4
order_001436,5
order_001437,5
order_001438,3
order_001439,4
order_001440,4
order_001441,5
order_001442,3
order_001443,4
order_001444,4
order_001445,2
order_001446,4
order_001447,5
order_001448,4
order_001449,2
order_001450,4
order_001451,4
order_001452,4
order_001453,4
order_001454,4
order_001455,5
order_001456,4
order_001457,4
order_001458,1
order_001459,5
order_001460,3
order_001461,5
order_001462,5
order_001463,3
order_001464,4
order_001465,3
order_001466,5
order_001467,5
order_001468,4
order_001469,4
order_001470,4
order_001471,5
order_001472,4
order_001473,4
order_001474,4
order_001475,5
order_001476,4
order_001477,5
order_001478,2
order_001479,5
order_001480,1
order_001481,5
order_001482,5
order_001483,5
order_001484,2
order_001485,3
order_001486,3
order_001487,4
order_001488,5
order_001489,4
order_001490,5
order_001491,4
order_001492,3
order_001493,4
order_001494,5
order_001495,4
order_001496,2
order_001497,4
order_001498,5
order_001499,4
order_001500,4
order_001501,5
order_001502,4
order_001503,4
order_001504,4
order_001505,3
order_001506,5
order_001507,3
order_001508,3
order_001509,1
order_001510,5
order_001511,4
order_001512,4
order_001513,4
order_001514,4
order_001515,5
order_001516,5
order_001517,4
order_001518,3
order_001519,5
order_001520,4
order_001521,4
order_001522,1
order_001523,5
order_001524,3
order_001525,5
order_001526,4
order_001527,5
order_001528,3
order_001529,3
order_001530,1
order_001531,4
order_001532,4
order_001533,5
order_001534,4
order_001535,1
order_001536,4
order_001537,4
order_001538,5
order_001539,4
order_001540,4
order_001541,4
order_001542,3
order_001543,4
order_001544,4
order_001545,5
order_001546,4
order_001547,5
order_001548,5
order_001549,4
order_001550,4
order_001551,4
order_001552,3
order_001553,4
order_001554,4
order_001555,5
order_001556,4
order_001557,3
order_001558,4
order_001559,3
order_001560,5
order_001561,4
order_001562,4
order_001563,4
order_001564,3
order_001565,5
order_001566,5
order_001567,4
order_001568,5
order_001569,5
order_001570,3
order_001571,5
order_001572,3
order_001573,5
order_001574,5
order_001575,5
order_001576,5
order_001577,4
order_001578,2
order_001579,5
order_001580,5
order_001581,4
order_001582,4
order_001583,5
order_001584,4
order_001585,4
order_001586,3
order_001587,4
order_001588,4
order_001589,4
order_001590,4
order_001591,5
order_001592,4
order_001593,4
order_001594,4
order_001595,4
order_001596,4
order_001597,4
order_001598,5
order_001599,4
order_001600,2
order_001601,4
order_001602,4
order_001603,5
order_001604,4
order_001605,4
order_001606,4
order_001607,4
order_001608,5
order_001609,4
order_001610,3
order_001611,3
order_001612,4
order_001613,4
order_001614,5
order_001615,4
order_001616,2
order_001617,3
order_001618,4
order_001619,5
order_001620,4
order_001621,4
order_001622,5
order_001623,5
order_001624,5
order_001625,4
order_001626,4
order_001627,2
order_001628,2
order_001629,5
order_001630,4
order_001631,4
order_001632,3
order_001633,3
order_001634,5
order_001635,4
order_001636,4
order_001637,5
order_001638,4
order_001639,5
order_001640,4
order_001641,4
order_001642,5
order_001643,5
order_001644,5
order_001645,4
order_001646,3
order_001647,5
order_001648,5
order_001649,3
order_001650,5
order_001651,3
order_001652,5
order_001653,5
order_001654,3
order_001655,5
order_001656,2
order_001657,5
order_001658,4
order_001659,3
order_001660,4
order_001661,5
order_001662,4
order_001663,4
order_001664,1
order_001665,3
order_001666,4
order_001667,5
order_001668,5
order_001669,4
order_001670,4
order_001671,3
order_001672,4
order_001673,5
order_001674,5
order_001675,1
order_001676,3
order_001677,5
order_001678,5
order_001679,5
order_001680,1
order_001681,5
order_001682,3
order_001683,4
order_001684,4
order_001685,4
order_001686,3
order_001687,3
order_001688,3
order_001689,1
order_001690,5
order_001691,4
order_001692,4
order_001693,4
order_001694,5
order_001695,5
order_001696,4
order_001697,5
order_001698,4
order_001699,5
order_001700,5
order_001701,4
order_001702,5
order_001703,4
order_001704,5
order_001705,3
order_001706,3
order_001707,4
order_001708,3
order_001709,3
order_001710,2
order_001711,5
order_001712,1
order_001713,5
order_001714,5
order_001715,4
order_001716,5
order_001717,4
order_001718,4
order_001719,5
order_001720,5
order_001721,4
order_001722,4
order_001723,5
order_001724,4
order_001725,4
order_001726,5
order_001727,4
order_001728,2
order_001729,3
order_001730,5
order_001731,3
order_001732,5
order_001733,3
order_001734,4
order_001735,4
order_001736,4
order_001737,4
order_001738,2
order_001739,4
order_001740,4
order_001741,5
order_001742,5
order_001743,4
order_001744,4
order_001745,5
order_001746,5
order_001747,4
order_001748,5
order_001749,3
order_001750,3
order_001751,5
order_001752,3
order_001753,4
order_001754,5
order_001755,2
order_001756,5
order_001757,4
order_001758,4
order_001759,5
order_001760,5
order_001761,5
order_001762,5
order_001763,5
order_001764,4
order_001765,1
order_001766,3
order_001767,3
order_001768,5
order_001769,4
order_001770,3
order_001771,3
order_001772,4
order_001773,3
order_001774,4
order_001775,4
order_001776,4
order_001777,3
order_001778,4
order_001779,2
order_001780,5
order_001781,5
order_001782,3
order_001783,4
order_001784,5
order_001785,4
order_001786,4
order_001787,4
order_001788,4
order_001789,4
order_001790,4
order_001791,3
order_001792,2
order_001793,5
order_001794,4
order_001795,4
order_001796,3
order_001797,5
order_001798,2
order_001799,5
order_001800,4
order_001801,5
order_001802,4
order_001803,5
order_001804,4
order_001805,5
order_001806,4
order_001807,4
order_001808,5
order_001809,3
order_001810,4
order_001811,3
order_001812,4
order_001813,3
order_001814,5
order_001815,4
order_001816,4
order_001817,3
order_001818,3
order_001819,4
order_001820,4
order_001821,5
order_001822,4
order_001823,5
order_001824,5
order_001825,4
order_001826,1
order_001827,5
order_001828,4
order_001829,5
order_001830,4
order_001831,3
order_001832,5
order_001833,5
order_001834,5
order_001835,4
order_001836,1
order_001837,4
order_001838,2
order_001839,4
order_001840,5
order_001841,2
order_001842,4
order_001843,5
order_001844,5
order_001845,5
order_001846,4
order_001847,4
order_001848,5
order_001849,3
order_001850,5
order_001851,2
order_001852,4
order_001853,3
order_001854,4
order_001855,4
order_001856,4
order_001857,3
order_001858,5
order_001859,5
order_001860,5
order_001861,4
order_001862,3
order_001863,3
order_001864,4
order_001865,4
order_001866,4
order_001867,4
order_001868,5
order_001869,4
order_001870,5
order_001871,4
order_001872,4
order_001873,4
order_001874,4
order_001875,4
order_001876,4
order_001877,4
order_001878,3
order_001879,5
order_001880,5
order_001881,4
order_001882,4
order_001883,4
order_001884,4
order_001885,5
order_001886,5
order_001887,4
order_001888,5
order_001889,4
order_001890,2
order_001891,4
order_001892,4
order_001893,3
order_001894,5
order_001895,4
order_001896,4
order_001897,4
order_001898,5
order_001899,4
order_001900,2
order_001901,4
order_001902,5
order_001903,4
order_001904,4
order_001905,4
order_001906,4
order_001907,4
order_001908,5
order_001909,2
order_001910,5
order_001911,3
order_001912,3
order_001913,5
order_001914,5
order_001915,4
order_001916,2
order_001917,5
order_001918,3
order_001919,4
order_001920,5
order_001921,5
order_001922,3
order_001923,5
order_001924,2
order_001925,4
order_001926,4
order_001927,4
order_001928,4
order_001929,5
order_001930,4
order_001931,3
order_001932,4
order_001933,5
order_001934,4
order_001935,5
order_001936,1
order_001937,4
order_001938,2
order_001939,5
order_001940,5
order_001941,5
order_001942,1
order_001943,3
order_001944,4
order_001945,4
order_001946,3
order_001947,4
order_001948,4
order_001949,5
order_001950,3
order_001951,4
order_001952,5
order_001953,4
order_001954,5
order_001955,4
order_001956,5
order_001957,5
order_001958,4
order_001959,5
order_001960,4
order_001961,4
order_001962,5
order_001963,5
order_001964,5
order_001965,4
order_001966,4
order_001967,4
order_001968,3
order_001969,5
order_001970,4
order_001971,3
order_001972,3
order_001973,4
order_001974,4
order_001975,3
order_001976,4
order_001977,4
order_001978,5
order_001979,4
order_001980,3
order_001981,4
order_001982,5
order_001983,4
order_001984,5
order_001985,4
order_001986,4
order_001987,5
order_001988,5
order_001989,5
order_001990,4
order_001991,3
order_001992,4
order_001993,5
order_001994,2
order_001995,1
order_001996,5
